Cargo_ID,Order_ID,Length_cm,Width_cm,Height_cm,Weight_kg,Category,Fragile,Destination_Zone,Priority,Stackable,Sorting_Sequence,Robotic_Pick_Position_X,Robotic_Pick_Position_Y,Robotic_Pick_Position_Z,Temperature_C,Humidity_%,Vibration_Level,Shock_Impact_g,Tilt_Angle_deg,GPS_Latitude,GPS_Longitude,Light_Exposure_lux,Battery_Level_%,Signal_Strength_dBm
CARGO_0130,ORDER_344,5.3,12.0,4.0,0.51,Clothing,False,Zone_A,4,True,31,18.6,12.4,3.5,25.32,67.64,4.73,5.25,25.2,12.621998,79.215275,10.3,60.8,-61.3
CARGO_0131,ORDER_688,27.6,8.0,17.3,8.3,Sports,False,Zone_D,2,True,79,37.6,10.3,3.3,22.52,75.02,1.41,5.55,2.59,12.238919,79.845153,412.62,46.9,-99.72
CARGO_0132,ORDER_568,38.0,17.2,19.0,27.69,Toys,False,Zone_C,3,True,84,34.2,17.5,8.6,16.66,39.12,2.3,7.42,37.33,11.490632,77.041232,926.75,47.37,-48.8
CARGO_0133,ORDER_213,54.2,13.1,2.4,3.93,Sports,False,Zone_D,3,True,1,32.2,8.9,0.8,13.6,57.5,3.36,2.2,39.02,11.385593,78.321092,384.42,58.19,-95.43
CARGO_0134,ORDER_594,18.3,21.1,10.0,7.31,Clothing,False,Zone_C,2,True,91,29.6,23.3,6.8,20.13,51.07,0.81,3.68,42.05,11.918805,78.943313,93.11,99.76,-45.96
CARGO_0135,ORDER_1194,22.9,20.8,2.5,2.16,Books,False,Zone_B,4,True,71,41.4,49.2,6.9,38.29,35.63,2.43,3.64,63.43,11.367119,79.105327,302.89,52.67,-43.03
CARGO_0136,ORDER_1000,13.2,20.0,6.2,3.61,Toys,False,Zone_B,1,True,23,7.6,32.6,4.1,19.7,59.17,3.69,9.59,27.8,11.373338,77.528263,498.01,34.59,-40.59
CARGO_0137,ORDER_66,37.9,21.4,9.1,15.12,Clothing,False,Zone_B,4,True,76,20.8,7.8,7.6,25.56,85.24,4.33,4.44,28.38,10.048918,79.91655,185.15,69.09,-51.43
CARGO_0138,ORDER_378,10.3,6.1,8.3,1.05,Beauty,True,Zone_B,5,False,38,21.3,33.4,4.1,31.09,32.4,3.13,7.55,5.45,10.522192,78.845796,466.56,38.9,-91.49
CARGO_0139,ORDER_146,25.3,15.0,19.9,17.3,Electronics,True,Zone_B,2,False,95,41.9,14.5,0.2,20.91,47.49,3.35,7.51,61.81,11.465541,77.493022,836.34,28.44,-57.63
CARGO_0140,ORDER_116,12.9,25.2,5.4,3.36,Toys,False,Zone_A,3,True,54,30.6,28.0,4.3,39.15,42.45,0.63,2.66,51.1,12.46796,77.061568,872.62,24.01,-87.8
CARGO_0141,ORDER_239,21.9,25.4,17.7,22.9,Electronics,True,Zone_D,2,False,10,39.3,33.3,6.2,38.87,44.29,4.73,5.72,31.45,10.836181,79.349793,49.26,21.83,-46.17
CARGO_0142,ORDER_981,6.5,3.2,8.4,0.29,Beauty,True,Zone_D,2,False,64,48.1,20.1,4.1,17.55,84.51,0.66,8.94,63.47,11.56793,77.239114,160.9,54.49,-81.0
CARGO_0143,ORDER_856,38.0,15.0,9.1,8.81,Clothing,False,Zone_B,3,True,94,37.1,29.0,6.5,24.92,58.08,3.87,4.75,48.36,11.034886,77.423153,275.29,54.14,-80.39
CARGO_0144,ORDER_918,48.7,27.2,47.4,148.36,Home_Appliances,False,Zone_B,4,False,64,9.8,15.9,4.5,19.03,57.98,1.32,9.45,42.23,10.314412,78.72449,594.87,34.84,-44.94
CARGO_0145,ORDER_117,18.8,20.9,3.6,2.63,Books,False,Zone_A,4,True,39,43.8,14.7,8.8,18.55,75.63,4.67,2.14,46.02,12.874895,78.810517,360.99,82.72,-99.21
CARGO_0146,ORDER_451,7.1,25.5,19.9,6.61,Toys,False,Zone_A,3,True,100,32.0,46.2,2.8,11.11,39.27,3.6,0.74,57.27,12.564022,79.060661,844.04,30.34,-88.36
CARGO_0147,ORDER_420,30.2,30.0,16.0,30.69,Home_Appliances,False,Zone_C,4,True,81,9.6,39.2,3.8,28.29,59.24,3.77,8.91,59.4,10.235477,78.180542,716.67,93.23,-74.68
CARGO_0148,ORDER_977,24.2,25.3,3.1,3.08,Clothing,False,Zone_B,4,True,91,24.0,0.6,5.2,25.08,55.8,1.1,8.48,26.01,12.159362,79.321696,100.46,67.01,-57.96
CARGO_0149,ORDER_4,19.1,8.9,26.0,8.83,Sports,False,Zone_C,3,True,74,17.9,13.7,3.0,11.54,65.81,2.22,9.93,12.67,11.04274,79.923076,624.56,22.21,-61.15
CARGO_0150,ORDER_123,24.1,8.3,3.2,1.19,Toys,False,Zone_A,2,True,39,36.7,9.0,1.6,18.36,89.97,3.09,6.79,14.1,12.984549,77.813285,113.01,97.04,-59.84
CARGO_0151,ORDER_784,13.9,5.9,8.7,1.4,Beauty,False,Zone_A,2,True,47,27.1,7.0,2.1,37.25,76.17,3.85,9.37,57.55,10.907196,79.109086,255.04,44.64,-47.2
CARGO_0152,ORDER_630,12.3,38.6,17.6,15.07,Electronics,True,Zone_B,2,False,97,45.4,27.1,3.5,17.19,53.87,0.52,8.27,78.56,10.716215,79.785406,177.87,56.0,-92.74
CARGO_0153,ORDER_76,24.5,15.6,7.0,5.43,Clothing,False,Zone_D,4,True,99,14.4,30.5,4.3,14.35,79.65,4.81,8.44,36.85,11.703672,79.05886,173.06,42.74,-68.67
CARGO_0154,ORDER_769,19.8,15.2,18.2,10.41,Toys,False,Zone_D,3,True,21,16.2,0.2,9.0,24.68,40.24,4.45,5.69,15.26,12.505378,79.043328,616.4,78.27,-56.47
CARGO_0155,ORDER_634,79.6,48.7,16.0,112.0,Home_Appliances,False,Zone_B,5,False,13,32.8,42.7,2.8,39.57,31.83,1.35,3.82,68.09,10.577557,77.671318,563.6,58.85,-61.83
CARGO_0156,ORDER_701,28.6,20.3,2.2,2.41,Books,False,Zone_A,2,True,29,4.3,45.3,6.0,17.26,42.27,4.11,9.35,74.92,12.128208,78.605391,176.03,30.59,-73.1
CARGO_0157,ORDER_1180,38.7,22.4,7.8,12.14,Clothing,False,Zone_C,4,True,35,6.5,5.5,5.1,30.16,50.42,2.59,4.32,79.25,10.18422,78.687569,990.17,28.34,-98.97
CARGO_0158,ORDER_335,13.3,23.0,3.2,1.59,Books,False,Zone_D,1,True,88,40.6,20.3,1.0,32.85,60.63,2.31,5.39,54.61,12.756804,79.100389,421.84,78.03,-96.37
CARGO_0159,ORDER_578,19.0,14.4,4.9,2.49,Clothing,False,Zone_C,3,True,64,33.4,19.1,1.8,17.13,66.91,1.57,4.46,77.47,10.243225,79.990464,97.07,38.97,-92.86
CARGO_0160,ORDER_314,29.4,15.0,3.5,2.84,Books,False,Zone_C,1,True,93,49.6,19.6,6.2,31.85,84.64,2.9,5.65,1.39,12.742694,77.100931,120.57,31.02,-79.41
CARGO_0161,ORDER_621,37.7,32.3,10.8,28.28,Electronics,True,Zone_D,3,False,4,28.7,28.9,9.6,21.03,60.59,3.65,4.71,9.65,11.472422,77.195698,583.89,59.95,-92.94
CARGO_0162,ORDER_1182,6.4,14.2,4.4,0.87,Beauty,False,Zone_A,2,True,73,5.2,10.7,9.5,28.97,60.08,2.05,0.48,8.33,11.344273,77.23385,979.07,84.22,-74.44
CARGO_0163,ORDER_418,24.0,38.9,16.2,26.83,Sports,False,Zone_B,5,True,77,23.7,0.8,9.0,29.01,33.01,3.15,8.82,64.13,12.919921,79.228937,571.95,42.3,-89.28
CARGO_0164,ORDER_1189,25.5,24.9,3.2,3.27,Books,False,Zone_A,5,True,43,33.5,43.7,0.5,26.07,32.09,3.5,4.44,6.26,12.971153,77.409061,949.04,42.11,-53.25
CARGO_0165,ORDER_730,11.3,32.4,4.1,2.95,Electronics,True,Zone_D,3,False,17,24.6,46.7,8.4,12.71,63.07,3.56,5.89,44.67,11.950534,78.867356,444.13,86.71,-47.71
CARGO_0166,ORDER_771,31.1,21.2,7.5,9.39,Electronics,True,Zone_B,5,False,47,39.9,3.7,9.8,35.06,56.29,0.26,1.39,42.54,10.381358,77.974007,435.84,31.83,-76.62
CARGO_0167,ORDER_391,30.5,7.7,4.7,2.53,Clothing,False,Zone_A,5,True,6,35.9,36.1,4.3,19.62,80.35,4.3,0.03,27.96,11.51851,78.37196,500.01,69.34,-69.32
CARGO_0168,ORDER_467,13.4,9.0,25.1,4.99,Sports,False,Zone_A,3,True,69,18.2,39.6,5.5,15.6,39.64,2.29,2.45,78.34,11.587489,77.646989,697.43,96.4,-42.79
CARGO_0169,ORDER_411,65.2,55.5,28.2,237.57,Home_Appliances,False,Zone_B,5,False,55,7.1,18.0,4.0,11.22,31.5,1.31,7.05,15.34,11.543339,79.59832,367.62,87.3,-67.87
CARGO_0170,ORDER_116,69.5,34.5,41.3,234.09,Home_Appliances,False,Zone_C,4,False,82,9.7,46.1,1.5,27.73,56.94,1.21,0.99,31.72,11.708476,78.758451,863.89,24.95,-40.3
CARGO_0171,ORDER_572,15.6,34.0,12.0,10.33,Electronics,False,Zone_B,2,True,2,14.2,14.6,5.5,30.33,44.25,2.42,9.09,69.68,10.056174,79.83369,29.28,45.59,-91.47
CARGO_0172,ORDER_451,16.5,8.3,4.3,1.05,Clothing,False,Zone_B,4,True,85,6.3,19.3,5.9,10.5,32.98,4.43,2.15,2.74,12.133682,78.723789,439.76,31.39,-48.27
CARGO_0173,ORDER_919,15.5,5.0,10.1,1.51,Toys,False,Zone_D,3,True,73,17.9,37.6,9.2,25.36,73.48,1.89,2.05,60.57,12.137183,77.371724,510.99,95.94,-70.17
CARGO_0174,ORDER_314,21.2,19.5,3.9,2.95,Books,False,Zone_B,3,True,65,17.5,21.2,3.8,16.79,36.7,3.75,1.82,73.48,10.346409,77.512611,607.03,98.88,-98.64
CARGO_0175,ORDER_257,28.3,7.8,7.7,4.04,Clothing,False,Zone_D,2,True,92,31.7,13.6,9.5,29.36,66.5,0.48,0.14,83.9,11.710718,79.967222,276.07,38.8,-41.67
CARGO_0176,ORDER_209,30.9,7.2,6.9,2.88,Clothing,False,Zone_B,2,True,93,33.9,11.9,6.5,15.23,46.86,2.38,7.72,78.87,11.705084,79.176696,427.48,73.58,-42.1
CARGO_0177,ORDER_1183,37.4,5.2,6.9,3.07,Toys,False,Zone_D,3,True,7,12.6,11.4,4.7,30.73,40.41,4.96,8.75,28.74,12.047351,77.147836,484.54,87.33,-77.0
CARGO_0178,ORDER_1003,42.4,17.6,3.6,5.85,Electronics,True,Zone_D,2,False,46,29.1,19.6,7.8,21.6,52.79,3.85,6.14,52.77,10.256193,79.111343,686.91,38.69,-42.75
CARGO_0179,ORDER_258,29.0,9.1,20.5,12.73,Sports,False,Zone_B,4,True,21,31.0,13.4,2.3,38.1,78.09,1.05,1.88,6.96,11.87951,78.236519,773.54,35.01,-91.54
CARGO_0180,ORDER_509,29.5,15.1,13.3,11.06,Toys,False,Zone_D,5,True,13,5.1,41.3,5.7,14.13,53.53,2.51,2.85,23.21,10.842256,77.921625,737.83,20.9,-59.19
CARGO_0181,ORDER_257,14.8,12.9,1.8,0.79,Books,False,Zone_C,3,True,11,5.3,33.1,2.8,20.23,75.05,1.17,4.76,8.48,11.521009,77.462182,341.58,52.96,-88.48
CARGO_0182,ORDER_1089,26.5,25.4,8.7,12.76,Clothing,False,Zone_A,2,True,60,2.2,27.6,0.7,13.4,37.53,2.05,9.54,28.37,12.319971,79.519712,999.45,91.95,-85.2
CARGO_0183,ORDER_275,20.0,30.7,8.1,11.7,Sports,False,Zone_D,1,True,86,21.8,41.9,9.1,37.74,76.37,3.9,2.47,78.77,12.116938,77.191524,848.67,92.24,-53.24
CARGO_0184,ORDER_723,19.9,12.2,1.5,0.69,Books,False,Zone_A,4,True,5,42.8,37.8,9.6,36.32,44.22,3.86,7.32,31.25,10.356709,77.869506,260.02,30.22,-77.36
CARGO_0185,ORDER_804,22.0,31.0,18.2,27.14,Electronics,True,Zone_B,1,False,1,2.4,3.1,0.4,17.74,70.64,1.14,4.39,50.57,11.773554,77.919149,195.11,36.35,-99.57
CARGO_0186,ORDER_479,20.5,22.4,17.9,14.0,Sports,False,Zone_A,5,True,29,4.7,33.6,4.3,29.8,63.95,4.61,2.98,39.0,12.90735,77.482716,314.02,52.64,-75.15
CARGO_0187,ORDER_386,12.2,10.0,2.7,0.56,Beauty,False,Zone_D,5,True,26,16.2,40.8,8.3,34.52,85.75,2.96,4.56,41.3,10.470308,78.524555,452.34,82.45,-86.32
CARGO_0188,ORDER_856,16.5,10.1,8.3,3.07,Beauty,True,Zone_D,3,False,37,8.0,15.0,6.5,26.66,53.24,1.9,0.71,87.26,12.558721,77.035108,850.8,68.95,-59.0
CARGO_0189,ORDER_254,12.0,29.9,7.4,4.27,Clothing,False,Zone_D,4,True,61,18.7,8.9,2.6,25.89,33.97,2.51,7.99,26.65,12.107644,77.902927,778.36,61.11,-88.33
CARGO_0190,ORDER_697,11.6,24.0,16.1,8.65,Electronics,False,Zone_C,2,True,26,14.9,14.5,4.5,17.26,31.15,3.03,2.43,56.46,12.32201,79.800888,851.25,67.35,-49.46
CARGO_0191,ORDER_244,2.9,5.1,9.4,0.29,Beauty,False,Zone_D,4,True,36,15.5,32.2,5.3,12.79,79.61,2.8,7.25,37.81,10.845875,77.931589,271.96,27.7,-83.97
CARGO_0192,ORDER_301,11.5,13.5,1.8,0.54,Books,False,Zone_C,4,True,49,32.2,11.4,7.4,36.92,61.48,2.43,0.68,5.5,10.863667,78.081378,593.46,58.21,-76.42
CARGO_0193,ORDER_337,27.1,21.4,1.4,1.49,Books,False,Zone_B,3,True,6,35.4,0.5,1.7,37.01,76.51,2.52,9.55,44.04,12.718058,78.419495,283.25,99.37,-82.12
CARGO_0194,ORDER_1177,32.1,33.9,8.3,16.5,Electronics,True,Zone_D,1,False,6,27.9,8.7,4.4,28.99,44.07,0.88,1.93,73.2,11.079496,78.68508,109.02,27.08,-61.36
CARGO_0195,ORDER_1003,38.6,7.6,9.4,6.09,Electronics,True,Zone_C,1,False,7,27.5,31.2,1.3,20.17,50.71,4.06,8.83,8.89,10.189046,79.426126,684.2,61.54,-93.93
CARGO_0196,ORDER_1088,12.0,9.7,10.0,1.95,Beauty,True,Zone_C,1,False,14,6.5,11.0,6.7,20.48,31.81,2.71,8.09,6.26,11.80179,77.570964,143.0,43.65,-71.31
CARGO_0197,ORDER_1145,15.4,3.7,7.2,0.83,Beauty,True,Zone_A,2,False,37,33.5,28.5,5.9,31.78,87.69,0.66,9.68,13.83,10.374453,79.615239,667.7,63.19,-79.93
CARGO_0198,ORDER_870,48.1,13.2,8.8,13.3,Sports,False,Zone_A,4,True,99,35.5,28.4,0.7,36.91,70.07,3.83,4.78,68.8,12.389789,79.272648,647.96,65.91,-46.95
CARGO_0199,ORDER_620,14.8,24.3,7.6,5.63,Clothing,False,Zone_B,1,True,77,5.2,35.8,8.0,36.61,85.99,4.66,7.27,65.16,11.925239,79.167951,810.25,66.2,-95.6
CARGO_0200,ORDER_228,8.5,23.4,9.9,3.81,Clothing,False,Zone_A,4,True,86,32.7,36.5,5.4,33.4,45.93,4.74,3.71,50.85,12.62418,77.260414,139.55,88.18,-50.22
CARGO_0201,ORDER_871,51.9,23.2,31.3,62.27,Home_Appliances,False,Zone_B,3,False,35,40.6,13.5,2.5,29.26,66.69,1.85,1.84,42.14,12.354512,77.064922,783.48,51.18,-89.94
CARGO_0202,ORDER_737,30.9,25.5,1.2,2.22,Clothing,False,Zone_C,1,True,17,11.5,42.4,7.0,12.52,70.71,0.68,4.43,79.95,10.336341,78.782038,999.28,61.31,-94.69
CARGO_0203,ORDER_12,15.8,13.0,9.4,4.61,Beauty,True,Zone_D,3,False,14,14.4,9.9,4.7,14.85,49.05,2.59,1.66,69.0,11.143212,79.589402,851.04,20.87,-87.86
CARGO_0204,ORDER_526,25.5,24.8,15.9,16.41,Toys,False,Zone_B,3,True,42,17.8,12.6,2.2,36.96,80.89,0.56,9.82,73.07,12.323681,78.753324,751.81,83.16,-93.84
CARGO_0205,ORDER_395,28.1,24.3,30.1,34.19,Home_Appliances,False,Zone_A,3,False,100,20.8,28.1,7.8,28.19,86.83,4.67,0.96,73.19,11.252024,77.639705,662.17,40.76,-68.74
CARGO_0206,ORDER_344,29.9,16.7,3.4,2.95,Books,False,Zone_D,4,True,73,6.6,25.8,1.1,10.28,83.09,0.92,5.89,57.84,12.917096,77.27156,421.78,85.32,-40.71
CARGO_0207,ORDER_64,9.6,9.8,2.3,0.45,Beauty,True,Zone_D,4,False,49,50.0,32.2,5.0,13.04,74.34,1.26,6.26,41.22,12.207221,79.098789,730.5,41.25,-97.94
CARGO_0208,ORDER_85,42.8,30.8,21.5,65.93,Home_Appliances,False,Zone_D,2,False,54,22.9,10.9,1.2,29.91,46.65,2.03,5.38,77.82,10.0465,79.165311,724.18,20.86,-72.33
CARGO_0209,ORDER_890,13.9,18.3,4.0,2.04,Books,False,Zone_C,5,True,80,32.9,30.7,2.2,10.15,46.9,1.92,6.62,83.34,12.639957,77.517595,631.5,32.39,-76.84
CARGO_0210,ORDER_291,35.4,33.0,4.2,8.25,Toys,False,Zone_D,5,True,76,1.5,38.6,8.2,14.82,87.8,3.97,1.16,2.14,10.302414,77.084571,796.28,98.85,-79.62
CARGO_0211,ORDER_630,50.0,33.3,32.2,101.73,Home_Appliances,False,Zone_D,4,False,65,21.4,39.9,6.0,26.46,30.62,2.28,5.55,4.64,10.421571,78.224851,448.76,45.58,-80.09
CARGO_0212,ORDER_364,6.0,22.2,14.5,3.31,Toys,False,Zone_C,2,True,80,43.4,19.2,5.6,30.76,72.96,0.85,2.87,86.29,12.203477,78.748156,121.25,28.71,-46.3
CARGO_0213,ORDER_124,11.8,4.5,3.6,0.41,Beauty,True,Zone_B,4,False,73,4.9,15.1,6.3,29.56,72.37,1.34,9.4,24.94,12.594906,79.118007,559.07,29.5,-98.86
CARGO_0214,ORDER_1122,27.8,27.6,14.5,19.79,Electronics,False,Zone_C,4,True,89,13.2,23.4,9.5,16.73,67.36,2.55,7.62,78.6,11.609049,79.429835,265.04,44.83,-53.51
CARGO_0215,ORDER_380,23.1,13.3,14.3,7.9,Electronics,False,Zone_C,2,True,79,19.2,46.2,3.7,31.37,89.41,0.74,9.73,34.99,10.867149,78.831612,384.43,23.01,-84.82
CARGO_0216,ORDER_133,7.7,17.4,4.0,1.06,Toys,False,Zone_D,1,True,19,20.8,9.5,0.6,17.12,48.71,3.06,0.38,10.72,11.053947,77.332642,17.41,60.92,-77.0
CARGO_0217,ORDER_402,26.9,17.2,6.0,5.14,Toys,False,Zone_B,3,True,66,39.8,9.3,8.2,19.76,50.4,2.83,2.85,7.24,11.028668,79.047745,382.79,37.1,-74.79
CARGO_0218,ORDER_430,23.3,30.9,13.0,22.3,Toys,False,Zone_A,1,True,27,20.5,2.8,7.1,32.39,34.74,3.57,1.95,14.09,10.980034,79.95253,808.8,61.54,-81.72
CARGO_0219,ORDER_936,26.7,23.2,3.3,4.58,Books,False,Zone_B,5,True,59,47.3,37.6,2.5,29.49,56.57,4.69,0.11,22.49,10.728729,79.716754,542.72,31.26,-94.39
CARGO_0220,ORDER_267,8.8,14.7,10.0,2.5,Clothing,False,Zone_A,4,True,58,18.2,46.0,1.7,35.48,45.66,4.56,2.42,43.97,11.826601,79.615007,9.8,54.39,-93.14
CARGO_0221,ORDER_78,33.2,20.6,9.1,14.19,Clothing,False,Zone_D,4,True,75,3.9,21.5,1.2,29.73,50.6,4.73,6.79,63.13,12.701216,77.90651,469.84,67.83,-82.11
CARGO_0222,ORDER_999,18.9,33.9,29.5,44.81,Sports,False,Zone_A,2,True,91,32.4,13.5,0.4,27.05,80.07,1.22,2.31,88.78,10.921247,79.252365,291.45,24.96,-50.69
CARGO_0223,ORDER_907,40.1,39.7,16.1,50.36,Electronics,True,Zone_B,2,False,87,23.2,6.8,2.7,12.81,86.13,0.66,5.09,39.74,10.560083,79.55331,477.55,51.9,-91.92
CARGO_0224,ORDER_532,12.6,9.0,8.9,1.81,Clothing,False,Zone_B,1,True,24,28.1,44.4,1.5,21.03,41.14,1.51,8.88,46.64,12.515733,79.034979,404.69,44.2,-55.44
CARGO_0225,ORDER_593,43.8,20.8,21.0,32.2,Home_Appliances,False,Zone_D,3,True,57,35.8,19.1,0.2,17.96,52.35,4.48,6.94,46.96,12.22535,77.751685,931.98,39.23,-82.67
CARGO_0226,ORDER_921,15.0,10.3,3.3,1.04,Clothing,False,Zone_B,4,True,87,13.6,28.2,3.6,17.32,85.72,4.86,3.95,48.55,12.792511,79.861502,41.18,68.36,-46.99
CARGO_0227,ORDER_297,19.0,22.3,5.4,4.82,Toys,False,Zone_C,4,True,98,23.7,1.8,8.9,39.19,33.71,4.3,3.72,46.6,10.496559,78.352458,683.59,67.08,-74.3
CARGO_0228,ORDER_944,7.5,29.2,8.5,3.75,Clothing,False,Zone_D,3,True,58,6.2,1.7,0.0,21.79,35.54,0.55,4.56,0.79,10.432754,77.389417,851.03,70.46,-89.7
CARGO_0229,ORDER_142,26.9,19.5,1.2,1.48,Books,False,Zone_A,5,True,46,29.6,12.4,0.4,36.76,39.77,4.74,1.77,0.16,11.624288,77.329334,959.24,32.71,-40.85
CARGO_0230,ORDER_303,5.0,30.4,17.9,4.94,Toys,False,Zone_D,5,True,9,14.6,39.0,4.7,28.93,65.71,2.12,6.34,8.79,11.843301,78.942557,177.64,42.86,-89.4
CARGO_0231,ORDER_1012,27.9,20.5,3.6,4.78,Books,False,Zone_C,5,True,31,12.4,27.9,4.1,33.84,39.03,0.05,3.64,9.14,11.44052,78.313129,531.3,36.77,-65.94
CARGO_0232,ORDER_762,45.0,48.8,39.2,145.09,Home_Appliances,False,Zone_C,2,False,86,34.7,28.7,8.4,25.08,88.08,2.21,8.52,63.44,11.7969,77.283452,43.59,63.24,-65.84
CARGO_0233,ORDER_1192,24.5,13.5,3.0,2.09,Books,False,Zone_C,4,True,2,12.6,3.8,6.1,27.31,56.8,0.23,7.57,18.44,10.541139,79.221094,499.18,56.89,-77.63
CARGO_0234,ORDER_16,36.5,47.9,30.4,95.38,Home_Appliances,False,Zone_A,4,False,85,34.5,25.0,0.3,24.78,60.09,2.72,6.11,80.52,11.438841,79.397976,125.46,46.42,-42.91
CARGO_0235,ORDER_1045,37.5,20.1,8.4,13.62,Clothing,False,Zone_C,4,True,54,19.4,30.8,5.0,15.86,44.8,1.69,3.64,83.57,11.974278,79.176247,837.9,82.88,-49.37
CARGO_0236,ORDER_468,29.8,18.8,4.0,4.29,Books,False,Zone_B,5,True,89,35.7,20.3,2.2,31.67,58.26,2.37,2.1,87.83,11.298119,77.606783,113.87,27.52,-50.21
CARGO_0237,ORDER_1043,20.5,36.3,15.9,25.49,Sports,False,Zone_B,5,True,12,6.9,30.1,4.0,18.42,69.71,3.07,7.76,84.52,12.038342,79.069326,513.29,97.99,-41.55
CARGO_0238,ORDER_675,35.7,26.9,15.2,31.05,Electronics,True,Zone_B,4,False,42,26.0,38.8,8.6,10.73,75.07,4.34,4.86,24.47,11.353574,77.032168,521.1,29.32,-72.57
CARGO_0239,ORDER_1024,37.4,17.7,21.5,26.63,Sports,False,Zone_C,3,True,40,31.7,0.7,5.8,29.36,75.23,3.31,2.25,45.88,11.000799,77.915336,971.65,81.85,-94.17
CARGO_0240,ORDER_658,28.5,23.9,15.1,17.32,Toys,False,Zone_B,1,True,50,3.1,8.2,9.1,15.31,64.67,2.17,1.95,15.79,10.910815,78.196465,654.98,49.46,-54.07
CARGO_0241,ORDER_1115,37.3,31.4,23.5,56.7,Sports,False,Zone_B,3,False,20,9.7,2.0,3.3,38.21,84.26,4.1,1.65,72.56,11.232706,79.505741,287.84,89.22,-77.15
CARGO_0242,ORDER_442,26.9,14.4,9.3,8.1,Toys,False,Zone_D,2,True,82,16.8,8.7,3.7,38.62,79.04,4.53,7.77,79.96,10.069269,78.171183,240.8,25.93,-88.58
CARGO_0243,ORDER_1159,10.8,5.8,3.0,0.36,Beauty,False,Zone_A,3,True,12,28.3,1.0,6.4,37.45,75.42,0.6,2.29,76.62,12.005575,77.033808,128.25,49.98,-71.01
CARGO_0244,ORDER_241,16.9,19.1,1.9,1.01,Clothing,False,Zone_C,1,True,26,26.7,9.9,5.8,21.1,33.34,2.66,5.27,39.0,12.535317,78.057039,756.51,46.84,-44.46
CARGO_0245,ORDER_768,64.4,36.0,33.9,185.36,Home_Appliances,False,Zone_B,1,False,57,5.6,42.3,0.2,10.46,30.41,1.42,4.52,68.28,11.063881,78.496772,690.76,99.45,-89.72
CARGO_0246,ORDER_916,37.8,18.8,16.4,18.78,Electronics,False,Zone_D,4,True,19,4.8,18.8,4.8,37.85,42.75,0.24,5.8,8.78,10.138099,79.847014,609.88,98.84,-49.08
CARGO_0247,ORDER_353,34.3,29.6,6.2,10.75,Electronics,False,Zone_C,4,True,57,15.0,22.5,4.8,22.85,69.81,3.34,8.77,3.62,12.960327,79.823103,40.84,35.18,-74.91
CARGO_0248,ORDER_387,14.0,26.7,2.8,2.33,Clothing,False,Zone_B,5,True,82,4.4,27.9,7.2,39.0,54.67,4.31,8.68,67.79,10.791095,77.542622,762.83,70.4,-91.79
CARGO_0249,ORDER_1004,6.3,7.2,8.5,0.86,Beauty,False,Zone_D,4,True,35,46.7,18.4,8.4,38.91,54.14,0.81,4.51,38.28,10.379863,77.55544,641.89,62.84,-49.1
CARGO_0250,ORDER_1042,29.0,7.8,23.3,11.77,Sports,False,Zone_D,2,True,33,37.6,32.4,9.6,35.59,83.08,4.06,0.15,89.6,11.109258,77.490144,963.89,32.35,-41.82
CARGO_0251,ORDER_431,25.8,10.2,17.8,10.24,Toys,False,Zone_B,3,True,91,4.6,4.3,5.1,18.83,83.73,4.27,4.26,8.75,12.215671,79.366766,587.2,33.42,-82.52
CARGO_0252,ORDER_149,11.8,14.3,3.9,1.28,Beauty,True,Zone_D,1,False,31,31.5,43.8,4.5,21.55,84.55,4.57,6.06,77.01,10.88175,77.018066,303.95,99.14,-81.79
CARGO_0253,ORDER_127,17.1,9.9,8.0,2.89,Toys,False,Zone_C,3,True,83,17.0,31.8,0.5,35.53,48.83,1.33,5.58,43.2,11.72411,77.381532,381.52,56.22,-76.57
CARGO_0254,ORDER_286,23.2,56.3,18.3,47.94,Home_Appliances,False,Zone_C,2,False,36,37.0,12.7,2.2,19.51,71.46,4.52,6.51,74.44,11.24668,78.613879,175.84,30.06,-51.15
CARGO_0255,ORDER_113,52.5,22.9,20.2,50.23,Home_Appliances,False,Zone_A,2,False,10,24.3,47.6,7.2,15.08,46.3,1.6,1.54,73.54,10.353292,77.742686,722.91,37.18,-99.37
CARGO_0256,ORDER_443,14.6,13.2,4.1,1.55,Books,False,Zone_B,5,True,47,23.5,29.2,0.9,26.7,41.44,2.76,6.47,82.44,10.990861,77.277069,707.72,41.47,-86.56
CARGO_0257,ORDER_359,23.1,13.2,29.2,14.53,Sports,False,Zone_C,1,True,82,48.1,40.8,8.2,38.08,41.08,0.25,1.83,26.81,12.174612,78.079634,200.65,60.87,-57.65
CARGO_0258,ORDER_423,12.6,34.0,27.4,20.17,Sports,False,Zone_D,3,True,72,41.0,26.7,4.2,30.88,50.53,0.22,7.51,85.48,11.836012,77.822623,158.49,46.84,-75.66
CARGO_0259,ORDER_551,7.5,29.4,8.7,4.17,Clothing,False,Zone_C,2,True,66,6.9,37.1,2.7,27.1,55.8,3.6,3.39,13.65,10.359335,78.533313,77.0,56.4,-80.18
CARGO_0260,ORDER_499,2.9,3.4,4.5,0.11,Beauty,True,Zone_A,1,False,88,31.0,19.8,5.8,12.92,79.86,2.22,7.1,7.38,10.489967,79.937701,911.98,33.32,-47.66
